vehicle_id,license_plate,vehicle_type,make,model,year,capacity_liters,fuel_type,driver_id,driver_name,driver_nationality,driver_phone,driver_email,driver_license,status,depot_assigned,gps_enabled,insurance_expiry,last_maintenance,mileage,fuel_efficiency,max_speed,weight_capacity,dimensions,safety_features,created_at,updated_at
ALD9375,E5338,2-Axle DOP Tanker,Volvo,Parent,2016,37561.11626758815,LPG,DRV3376,Ghulam Durrani,Pakistani,+966585137440,drv3376@aldrees.com,tIol-826507,Active,Jazan Depot,False,2025-09-14,2025-10-03,472711,14.338691222326707,96,48887.239093112556,"{'length': 10.081897287882008, 'width': 3.2825098922882905, 'height': 3.0191866334919886}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.773657,2025-10-04T21:14:32.773658
ALD7815,A6046,Grains Dumper,Mercedes,Hope,2019,33017.0897137877,CNG,DRV9198,Sanjay Kapoor,Pakistani,+966505184210,drv9198@aldrees.com,iMFf-982296,Retired,Dammam Depot,True,2025-10-20,2025-10-03,363641,9.831335864065766,106,36022.1602238788,"{'length': 10.392425095203082, 'width': 3.069231981787605, 'height': 3.970288399825388}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.773879,2025-10-04T21:14:32.773879
ALD8053,A6418,2-Axle Fuel Tanker,Mercedes,Minute,2016,27770.925269053434,Electric,DRV6221,Faisal Lodhi,Indian,+966568459456,drv6221@aldrees.com,CokY-914227,Inactive,Jazan Depot,True,2026-08-11,2025-10-03,337950,14.125513785491332,116,31285.048611162518,"{'length': 13.232359167512854, 'width': 3.358741227208081, 'height': 3.884367671959048}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.774094,2025-10-04T21:14:32.774095
ALD4608,A9657,2-Axle Base Oil Carrier,Mercedes,Adult,2019,41563.58726218426,CNG,DRV7786,Zahid Mir,Pakistani,+966589606387,drv7786@aldrees.com,WQxU-476987,Repair,Yanbu Depot,True,2024-11-15,2025-10-03,442546,14.052094506850086,80,47730.014715093974,"{'length': 17.65708782224815, 'width': 2.9312857143099467, 'height': 3.1256214300018157}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.774311,2025-10-04T21:14:32.774312
ALD4182,A2299,3-Axle Base Oil Tanker,Iveco,Activity,2021,24932.822663148516,Diesel,DRV1510,Rafiq Iqbal,Indian,+966526452284,drv1510@aldrees.com,Qspf-209917,Active,Jeddah Depot,True,2026-02-01,2025-10-03,468095,8.286815429466047,110,46295.34032147986,"{'length': 17.907628870038902, 'width': 2.7202943460071194, 'height': 4.011708861061426}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.774541,2025-10-04T21:14:32.774541
ALD4288,B8029,Heavy Material Dumper,Iveco,Significant,2023,45346.322567203824,Electric,DRV5257,Dinesh Yadav,Pakistani,+966564034375,drv5257@aldrees.com,eFMh-436637,Maintenance,Riyadh Depot,False,2025-03-22,2025-10-03,436124,8.027359953573358,95,20284.24298202742,"{'length': 13.393281094703013, 'width': 3.3002348520094804, 'height': 3.151241792731468}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.774763,2025-10-04T21:14:32.774764
ALD5385,A8148,Heavy Fuel Oil / Bitumen Tanker,Scania,Represent,2017,38812.176269457836,Gasoline,DRV5331,Ajay Khanna,Pakistani,+966505807194,drv5331@aldrees.com,AYFC-740568,Retired,Jeddah Depot,True,2025-11-10,2025-10-03,79100,9.249061856580383,83,44997.89607807768,"{'length': 11.656970543701496, 'width': 3.3609166511849597, 'height': 3.1885860619457995}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.774978,2025-10-04T21:14:32.774978
ALD5020,C7087,2-Axle Fuel Tanker,Volvo,Hand,2019,38914.00240960476,LPG,DRV2804,Faisal Khalil,Pakistani,+966561710036,drv2804@aldrees.com,ZJRH-656859,Retired,Riyadh Depot,True,2026-05-31,2025-10-03,181059,10.131396835806953,91,32000.311949967443,"{'length': 13.77539749598996, 'width': 3.0705322859357245, 'height': 3.4759652790492246}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.775200,2025-10-04T21:14:32.775200
ALD8644,D9785,Heavy Fuel Oil / Bitumen Tanker,MAN,Staff,2022,31451.872841898927,Electric,DRV1549,Rashid Abbasi,Pakistani,+966501603623,drv1549@aldrees.com,dJjh-087642,Maintenance,Dammam Depot,False,2025-09-26,2025-10-03,372802,9.510662367155886,97,43040.87655349952,"{'length': 16.965380236070448, 'width': 2.66414723953245, 'height': 3.528406097624995}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.775412,2025-10-04T21:14:32.775413
ALD4333,E1948,Heavy Material Dumper,Scania,Pm,2020,39824.12835044497,Gasoline,DRV8982,Mohan Agarwal,Nepali,+966500121652,drv8982@aldrees.com,qSMc-590621,Inactive,Yanbu Depot,True,2026-02-22,2025-10-03,246992,11.147897996856877,112,28480.30261896619,"{'length': 16.70212347585946, 'width': 3.4382800773981375, 'height': 3.191383982871482}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.775628,2025-10-04T21:14:32.775628
ALD3248,B2056,Flat Bed,MAN,Risk,2017,36954.57120559859,Diesel,DRV7933,Mansoor Siddiqui,Egyptian,+966566224885,drv7933@aldrees.com,kxfT-169410,Active,Riyadh Depot,True,2026-09-09,2025-10-03,380272,8.969530524930626,113,28008.747392902376,"{'length': 11.761757694567736, 'width': 3.0773488607038635, 'height': 3.778838581007292}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.775842,2025-10-04T21:14:32.775843
ALD7554,E5906,2-Axle Fuel Tanker,Scania,Similar,2023,22802.044616174964,CNG,DRV6389,Saad Gillani,Pakistani,+966528121523,drv6389@aldrees.com,lQbs-603539,Inactive,Yanbu Depot,True,2024-11-27,2025-10-03,166834,8.688626473851224,112,38875.5538394473,"{'length': 12.60130009689863, 'width': 3.333303739731393, 'height': 3.695857030840286}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.776058,2025-10-04T21:14:32.776059
ALD6184,D6484,2-Axle Base Oil Carrier,MAN,Box,2019,43336.83221507592,CNG,DRV1104,Sandeep Singh,Indian,+966593573039,drv1104@aldrees.com,httf-749795,Maintenance,Jeddah Depot,False,2026-07-21,2025-10-03,192925,8.268090151489968,107,40546.673106048445,"{'length': 17.573205671701448, 'width': 3.332027436756014, 'height': 4.074411562791911}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.776273,2025-10-04T21:14:32.776274
ALD1886,E4107,3-Axle Base Oil Tanker,Mercedes,Assume,2024,27156.939796850045,CNG,DRV5309,Pradeep Kapoor,Pakistani,+966548053023,drv5309@aldrees.com,ywxg-611407,Repair,Dammam Depot,True,2026-07-17,2025-10-03,452181,8.930496458477052,103,43140.33241416482,"{'length': 14.331283480564945, 'width': 2.683687464255923, 'height': 3.7594860952042897}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.776488,2025-10-04T21:14:32.776489
ALD8334,B8016,Petrochemical Tanker,Scania,Miss,2019,39265.41314115295,Gasoline,DRV7552,Harish Shrestha,Pakistani,+966565157235,drv7552@aldrees.com,RRoI-750112,Retired,Yanbu Depot,False,2026-08-24,2025-10-03,155014,12.15657051136128,87,21760.058978218192,"{'length': 11.69893426440644, 'width': 2.764477110078207, 'height': 3.801152615659774}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.776709,2025-10-04T21:14:32.776709
ALD2104,B8519,Curtain-Sided Trailer,Volvo,Visit,2023,49368.9686246811,Diesel,DRV6712,Sandeep Bansal,Pakistani,+966513493160,drv6712@aldrees.com,KwAD-045375,Active,Riyadh Depot,True,2025-01-15,2025-10-03,200724,8.407536320501773,92,36177.20637814987,"{'length': 10.133514748177708, 'width': 2.5303676819556906, 'height': 3.4918610512318047}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.776923,2025-10-04T21:14:32.776924
ALD8158,C6393,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Glass,2015,29757.67290384305,Diesel,DRV8778,Saad Ali,Indian,+966541317340,drv8778@aldrees.com,BDby-108445,Retired,Dammam Depot,True,2025-12-26,2025-10-03,359849,11.603492422188259,108,39170.37584444861,"{'length': 17.484925780431965, 'width': 3.294729814204579, 'height': 3.928148521809936}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.777137,2025-10-04T21:14:32.777138
ALD5760,D8902,Grains Dumper,MAN,According,2024,49913.47706248127,Gasoline,DRV7164,Saeed Ahmed,Pakistani,+966516785818,drv7164@aldrees.com,bpEu-099372,Inactive,Yanbu Depot,True,2026-01-07,2025-10-03,204657,11.019312852063994,108,31752.12521868741,"{'length': 11.96776566702384, 'width': 3.29393708973919, 'height': 3.822060774856708}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.777359,2025-10-04T21:14:32.777360
ALD6559,D2645,2-Axle Fuel Tanker,Iveco,Music,2016,49214.92042643953,Gasoline,DRV1891,Amit Kumar,Pakistani,+966535249865,drv1891@aldrees.com,Ojhe-596680,Repair,Haditha Depot,True,2025-12-22,2025-10-03,74209,14.91208585850727,101,35050.73190800355,"{'length': 15.165529601403623, 'width': 3.0807724586122185, 'height': 4.332065043270693}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.777575,2025-10-04T21:14:32.777575
ALD5108,A6448,2-Axle DOP Tanker,MAN,Sign,2023,48386.4678303501,LPG,DRV5136,Hari Lama,Pakistani,+966558576542,drv5136@aldrees.com,YsvU-954620,Retired,Dammam Depot,True,2025-09-18,2025-10-03,315812,9.441555622548293,104,21671.613987655863,"{'length': 11.165508463614405, 'width': 3.105635640801837, 'height': 3.46686791314137}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.777791,2025-10-04T21:14:32.777791
ALD2949,E7981,Grains Dumper,Scania,Claim,2016,40088.008267834426,Electric,DRV5027,Bashir Malik,Pakistani,+966597736702,drv5027@aldrees.com,wOOJ-955781,Inactive,Riyadh Depot,True,2025-12-02,2025-10-03,317372,12.64753850499213,111,48208.15693043368,"{'length': 15.482295896987544, 'width': 2.940212712420463, 'height': 4.213671429565953}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.778008,2025-10-04T21:14:32.778009
ALD9843,A7109,Flat Bed,Scania,Thing,2021,20288.74406111949,Diesel,DRV4447,Magdy Ali,Pakistani,+966562509558,drv4447@aldrees.com,lOlc-781097,Repair,Dammam Depot,True,2025-01-17,2025-10-03,73309,11.973059703658828,90,37414.98667990691,"{'length': 12.90577529015179, 'width': 2.673829105050745, 'height': 3.358604490485297}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.778224,2025-10-04T21:14:32.778224
ALD9491,C3247,2-Axle Base Oil Carrier,Scania,Check,2015,29538.828843696792,LPG,DRV9796,Sanjay Reddy,Indian,+966503833113,drv9796@aldrees.com,lIQd-683803,Repair,Dammam Depot,True,2025-07-21,2025-10-03,304907,13.898717555790679,111,26399.117093419947,"{'length': 16.248328426523113, 'width': 3.1390797871307994, 'height': 3.0199226212715504}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.778441,2025-10-04T21:14:32.778441
ALD8445,C6760,3-Axle Fuel Tanker,Volvo,Ever,2021,23118.04570644862,LPG,DRV4140,Bikash Pandey,Indian,+966575766609,drv4140@aldrees.com,CdQR-444766,Maintenance,Haditha Depot,False,2024-10-23,2025-10-03,319289,12.657238403802864,90,46887.217184079374,"{'length': 12.503442756256826, 'width': 2.7256881906241897, 'height': 4.137671594682194}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.778662,2025-10-04T21:14:32.778663
ALD6013,B1378,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Kid,2021,32692.940283965298,Electric,DRV5765,Kashif Punjabi,Nepali,+966581539431,drv5765@aldrees.com,pRMj-910389,Retired,Riyadh Depot,True,2026-01-12,2025-10-03,60711,8.978941660195908,80,48152.17650135255,"{'length': 16.804122611533884, 'width': 2.748273846930026, 'height': 3.3338807571433065}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.778879,2025-10-04T21:14:32.778879
ALD4670,B2789,2-Axle Fuel Tanker,Mercedes,Process,2023,31699.044249732073,LPG,DRV2571,Fahad Usmani,Indian,+966547233600,drv2571@aldrees.com,vMni-015919,Retired,Haditha Depot,True,2026-10-02,2025-10-03,373818,9.878596850609267,90,38887.742489659635,"{'length': 17.438476342922094, 'width': 3.164157362361452, 'height': 3.751426216982619}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.779093,2025-10-04T21:14:32.779094
ALD3145,A6026,2-Axle Fuel Tanker,Iveco,Like,2020,46920.47280406992,CNG,DRV8739,Nabin Nepal,Nepali,+966584584711,drv8739@aldrees.com,OFaV-979980,Repair,Jeddah Depot,True,2026-05-16,2025-10-03,123273,10.204199168081319,101,33409.604456522444,"{'length': 10.083088012230505, 'width': 3.186466639388134, 'height': 3.0190939860901507}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.779307,2025-10-04T21:14:32.779308
ALD3692,C5771,3-Axle Fuel Tanker,Volvo,Food,2023,22042.26589876812,Gasoline,DRV8419,Suresh Tamang,Indian,+966572673361,drv8419@aldrees.com,rZKy-483640,Inactive,Haditha Depot,False,2025-05-22,2025-10-03,275992,11.530561351187453,101,43319.436050851815,"{'length': 14.79096074270501, 'width': 2.519807367440783, 'height': 3.709528979582445}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.779520,2025-10-04T21:14:32.779521
ALD6088,D7749,Heavy Material Dumper,Iveco,Me,2015,32891.898354221026,CNG,DRV9834,Anil Kapoor,Nepali,+966592171742,drv9834@aldrees.com,ipND-572795,Repair,Riyadh Depot,True,2025-05-21,2025-10-03,100947,12.578652990363569,82,38097.17094049994,"{'length': 14.623686813035228, 'width': 3.497424707562534, 'height': 3.2889465189866933}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.779736,2025-10-04T21:14:32.779736
ALD5229,B4616,3-Axle Base Oil Tanker,Scania,Offer,2018,48832.850020463025,Diesel,DRV3234,Kashif Khan,Pakistani,+966523015897,drv3234@aldrees.com,jKrE-712399,Maintenance,Dammam Depot,True,2024-12-18,2025-10-03,364043,13.211814956558456,109,32098.551173498952,"{'length': 10.508559146212253, 'width': 3.215228537248633, 'height': 4.004470899897372}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.779950,2025-10-04T21:14:32.779950
ALD4054,A4819,2-Axle DOP Tanker,Iveco,Attorney,2021,47266.18921094287,CNG,DRV7606,Anil Verma,Pakistani,+966536754733,drv7606@aldrees.com,EdbL-385197,Retired,Haditha Depot,True,2025-11-10,2025-10-03,203135,14.181395410131973,95,23274.44621452243,"{'length': 16.69421256551675, 'width': 2.8339612349542134, 'height': 3.3694158125827776}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.780164,2025-10-04T21:14:32.780164
ALD4572,C5359,2-Axle Fuel Tanker,Volvo,Certainly,2023,23177.836082883943,Electric,DRV1689,Vishal Reddy,Indian,+966551914061,drv1689@aldrees.com,Gmrs-938850,Maintenance,Dammam Depot,True,2025-07-26,2025-10-03,55094,8.744795828236343,114,47413.15385267896,"{'length': 15.456301936204976, 'width': 3.4197880313807283, 'height': 3.150389595215775}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.781584,2025-10-04T21:14:32.781585
ALD4804,B4146,3-Axle Fuel Tanker,Scania,Early,2020,41179.0979401975,Gasoline,DRV2878,Naveed Qureshi,Pakistani,+966543800083,drv2878@aldrees.com,XXhD-767799,Retired,Jeddah Depot,False,2025-11-16,2025-10-03,329022,11.568868187985254,87,44622.85643256968,"{'length': 16.49846133542257, 'width': 2.8900405623821706, 'height': 4.005069926272343}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.782034,2025-10-04T21:14:32.782035
ALD6742,D3364,3-Axle Fuel Tanker,MAN,Low,2019,42543.375619640225,LPG,DRV1836,Md Ali,Pakistani,+966596747320,drv1836@aldrees.com,VxxG-747257,Maintenance,Jeddah Depot,True,2024-11-20,2025-10-03,260103,13.252141095622262,109,29966.66578025594,"{'length': 15.316131653647432, 'width': 2.6822514561524313, 'height': 3.9058174818557587}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.782359,2025-10-04T21:14:32.782360
ALD3018,D7708,3-Axle Base Oil Tanker,MAN,After,2017,45203.081883176856,Gasoline,DRV7707,Hari Acharya,Nepali,+966512976386,drv7707@aldrees.com,tdOT-755215,Maintenance,Dammam Depot,True,2025-08-22,2025-10-03,415626,14.306941213603206,120,32008.5245434914,"{'length': 16.842896496626025, 'width': 3.2345128346260497, 'height': 3.520723102743009}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.782607,2025-10-04T21:14:32.782608
ALD7414,D4467,2-Axle Base Oil Carrier,Scania,President,2016,29807.509891624533,CNG,DRV4951,Hussain Farooqi,Pakistani,+966538165564,drv4951@aldrees.com,BInZ-221365,Inactive,Dammam Depot,True,2026-01-04,2025-10-03,251352,11.27961905378002,116,30898.518443746932,"{'length': 11.813636607309753, 'width': 2.5719639945269197, 'height': 3.6619583904895894}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.782843,2025-10-04T21:14:32.782844
ALD3468,E7013,Petrochemical Tanker,Volvo,President,2017,30023.984453494653,CNG,DRV4711,Gopal Nepal,Nepali,+966546384199,drv4711@aldrees.com,ZnIS-640512,Active,Jeddah Depot,False,2026-02-04,2025-10-03,72107,9.133431096267183,83,24800.173908778597,"{'length': 14.42992433634485, 'width': 3.2750561694051403, 'height': 3.2624966231976615}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.783066,2025-10-04T21:14:32.783066
ALD8233,D8746,Flat Bed,Scania,Forward,2024,30450.38918375066,Gasoline,DRV2055,Waqar Khalil,Pakistani,+966515908210,drv2055@aldrees.com,qLhz-703604,Repair,Dammam Depot,True,2025-01-23,2025-10-03,208137,8.343799592807198,90,37748.4018429717,"{'length': 10.906300023542542, 'width': 3.3253539769704377, 'height': 4.164373197123097}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.783287,2025-10-04T21:14:32.783288
ALD9885,A6759,3-Axle Base Oil Tanker,Mercedes,Hair,2018,34745.61990470742,Electric,DRV2020,Hussain Pasha,Pakistani,+966529006714,drv2020@aldrees.com,uoEK-704064,Maintenance,Haditha Depot,True,2026-01-28,2025-10-03,340699,13.631438137173735,87,43645.85319342301,"{'length': 15.511640554770802, 'width': 3.0520003491455867, 'height': 3.204776237587459}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.783504,2025-10-04T21:14:32.783505
ALD8098,D5580,3-Axle Fuel Tanker,Mercedes,Break,2019,47879.108476235204,Gasoline,DRV6226,Rafiq Abbasi,Nepali,+966593743387,drv6226@aldrees.com,PhXk-340223,Maintenance,Riyadh Depot,True,2024-10-08,2025-10-03,341092,9.282016941226438,120,34871.95698583606,"{'length': 17.43365894315895, 'width': 2.8298099968489003, 'height': 3.2954027466752525}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.783722,2025-10-04T21:14:32.783722
ALD1755,D3528,2-Axle Fuel Tanker,Volvo,Or,2016,49369.681221930136,LPG,DRV7155,Khalid Khan,Indian,+966583193240,drv7155@aldrees.com,Vnrd-434586,Repair,Dammam Depot,True,2026-01-14,2025-10-03,316905,12.576201663616954,99,24910.349491958015,"{'length': 14.097636618145785, 'width': 3.1128021955092926, 'height': 3.945238901690539}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.783939,2025-10-04T21:14:32.783940
ALD6135,C2112,Flat Bed,Iveco,Red,2024,28010.13405153025,Electric,DRV5921,Vinod Arora,Indian,+966518556073,drv5921@aldrees.com,NMrt-585111,Retired,Riyadh Depot,True,2025-06-09,2025-10-03,289469,12.194152967820262,108,31891.39095343357,"{'length': 14.240001808128891, 'width': 2.7240269428303807, 'height': 3.188831504309046}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.784158,2025-10-04T21:14:32.784158
ALD2363,E4848,3-Axle Base Oil Tanker,MAN,Yes,2022,47329.71265219335,CNG,DRV3085,Khalid Ahmed,Indian,+966598031177,drv3085@aldrees.com,IVSs-339028,Inactive,Riyadh Depot,True,2026-07-27,2025-10-03,78174,8.518076250297844,116,27065.30909305522,"{'length': 17.10462274939136, 'width': 3.2765941897028537, 'height': 4.467218980097113}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.784372,2025-10-04T21:14:32.784372
ALD2174,A2619,Cement Bulker,Volvo,Garden,2020,49421.19981942356,Electric,DRV8586,Bashir Awan,Pakistani,+966595126543,drv8586@aldrees.com,CNzd-294495,Retired,Haditha Depot,True,2024-12-31,2025-10-03,262428,12.504495363900293,109,20949.62941016128,"{'length': 14.81276039171335, 'width': 2.914037782190837, 'height': 3.2261542727621313}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.784589,2025-10-04T21:14:32.784590
ALD6184,E3447,Heavy Material Dumper,Scania,Seem,2023,26897.35746042926,LPG,DRV3787,Sunil Reddy,Pakistani,+966586140780,drv3787@aldrees.com,UrQA-398468,Inactive,Haditha Depot,True,2025-07-22,2025-10-03,347605,12.082251982795828,83,42441.29553249027,"{'length': 17.563449278706116, 'width': 2.581041567047393, 'height': 3.908865387957601}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.784809,2025-10-04T21:14:32.784810
ALD1823,C3991,2-Axle Fuel Tanker,Mercedes,Remember,2016,49240.99032231409,Gasoline,DRV3329,Jagdish Dubey,Indian,+966580501422,drv3329@aldrees.com,Qfuw-459610,Retired,Jeddah Depot,True,2026-08-08,2025-10-03,228635,12.221293455551404,97,22324.747211557304,"{'length': 11.607324113055338, 'width': 2.8294372478221566, 'height': 4.276826646914893}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.785024,2025-10-04T21:14:32.785024
ALD9833,A8796,Grains Dumper,Iveco,Wrong,2022,40742.414200867504,CNG,DRV8630,Dinesh Chopra,Pakistani,+966599207136,drv8630@aldrees.com,qNZy-197550,Inactive,Jeddah Depot,True,2026-08-04,2025-10-03,434022,8.9862985063277,108,31597.825589721055,"{'length': 13.571629113611039, 'width': 2.5376498605065563, 'height': 3.331356657883793}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.785239,2025-10-04T21:14:32.785240
ALD2012,C4698,Grains Dumper,Volvo,Discover,2015,46731.69163861802,CNG,DRV9500,Lakshman Joshi,Pakistani,+966533055550,drv9500@aldrees.com,vjzV-030874,Repair,Jazan Depot,True,2025-12-02,2025-10-03,78769,10.53228773005776,102,47294.328436355485,"{'length': 14.916298458158241, 'width': 3.2234479016324116, 'height': 3.984919261679055}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.785455,2025-10-04T21:14:32.785456
ALD4339,C5857,Heavy Material Dumper,Iveco,Hotel,2017,44202.33917815988,CNG,DRV9043,Iqbal Niazi,Indian,+966555772634,drv9043@aldrees.com,ZWCi-372016,Maintenance,Dammam Depot,True,2026-04-13,2025-10-03,119987,14.261918733472182,116,27662.11919420715,"{'length': 14.916204754642134, 'width': 2.752826541694345, 'height': 3.475612154962821}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.785669,2025-10-04T21:14:32.785670
ALD9457,C4740,Petrochemical Tanker,Mercedes,Tonight,2015,36884.49617173067,Electric,DRV8644,Narendra Patel,Nepali,+966553104057,drv8644@aldrees.com,nBdL-161270,Active,Jazan Depot,False,2026-03-11,2025-10-03,224734,10.714289054136954,117,23829.266244008082,"{'length': 10.694851292036923, 'width': 2.9442156094254375, 'height': 3.200323360398327}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.785884,2025-10-04T21:14:32.785885
ALD8815,C8413,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Cover,2015,28276.341962290076,CNG,DRV8314,Sherif Waleed,Pakistani,+966552752413,drv8314@aldrees.com,CPRp-287395,Active,Haditha Depot,True,2026-06-07,2025-10-03,326373,8.442701714351855,113,40583.02390412014,"{'length': 11.319859685328499, 'width': 3.1171470857549632, 'height': 3.027936711577657}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.786100,2025-10-04T21:14:32.786101
ALD1612,B6308,Cement Bulker,Iveco,Course,2021,44663.65630266437,Diesel,DRV1090,Amin Jafri,Pakistani,+966596263648,drv1090@aldrees.com,oQJr-223634,Inactive,Riyadh Depot,True,2025-04-15,2025-10-03,469850,9.40178852109825,120,34973.83826476778,"{'length': 15.31806454576758, 'width': 2.5590333753383403, 'height': 4.352341922164286}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.786315,2025-10-04T21:14:32.786316
ALD1159,A1882,Curtain-Sided Trailer,Iveco,Reason,2021,28319.024492215663,LPG,DRV4514,Suresh Arora,Nepali,+966571991223,drv4514@aldrees.com,Akpt-291504,Maintenance,Jazan Depot,False,2025-09-20,2025-10-03,360042,12.81257813396882,109,47650.6603480335,"{'length': 11.104432108916601, 'width': 2.595605403359439, 'height': 3.7358654497074033}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.786530,2025-10-04T21:14:32.786531
